STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,KOR,Korea,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2008,,12483809,,KOR,Korea,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,DNK,Denmark,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2008,,2099090,,DNK,Denmark,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,FIN,Finland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2008,,2700490,,FIN,Finland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2008,,4284919,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2008,,551800,,EST,Estonia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,TUR,Türkiye,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2008,,6796629,,TUR,Türkiye,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,IRL,Ireland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2008,,1924300,,IRL,Ireland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2008,,41176873,,DEU,Germany,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,41293469,,DEU,Germany,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,IRL,Ireland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,1902400,,IRL,Ireland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,TUR,Türkiye,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,7093964,,TUR,Türkiye,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,545600,,EST,Estonia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,4359944,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,FIN,Finland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,2776660,,FIN,Finland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,DNK,Denmark,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,2120322,,DNK,Denmark,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,KOR,Korea,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,13023819,,KOR,Korea,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,SVN,Slovenia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,1065927,,SVN,Slovenia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,36344501,,ITA,Italy,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,CZE,Czechia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,4435052,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,LVA,Latvia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,904308,,LVA,Latvia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,CHE,Switzerland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,4009476,,CHE,Switzerland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,MEX,Mexico,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,20519224,,MEX,Mexico,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,LTU,Lithuania,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,1695286,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,JPN,Japan,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,57682475,,JPN,Japan,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,NOR,Norway,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,2141600,,NOR,Norway,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,LUX,Luxembourg,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,331503,,LUX,Luxembourg,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,POL,Poland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,16494650,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ESP,Spain,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,21980532,,ESP,Spain,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,19876990,,CAN,Canada,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,NLD,Netherlands,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,7622353,,NLD,Netherlands,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,CHL,Chile,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,2746103,,CHL,Chile,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,1101836,,CRI,Costa Rica,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,FRA,France,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,32189560,,FRA,France,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,NZL,New Zealand,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,2574589,,NZL,New Zealand,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,USA,United States,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,133437705,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,GRC,Greece,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,5131960,,GRC,Greece,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,GBR,United Kingdom,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,28568098,,GBR,United Kingdom,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,12023098,,AUS,Australia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ISL,Iceland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,201636,,ISL,Iceland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,HUN,Hungary,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,3013238,,HUN,Hungary,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,SWE,Sweden,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,4298068,,SWE,Sweden,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,5186031,,BEL,Belgium,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,COL,Colombia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,168177,,COL,Colombia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,SVK,Slovak Republic,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,1589044,,SVK,Slovak Republic,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,SVK,Slovak Republic,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,1669065,,SVK,Slovak Republic,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,COL,Colombia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,176769,,COL,Colombia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,5269658,,BEL,Belgium,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,SWE,Sweden,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,4335152,,SWE,Sweden,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,HUN,Hungary,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,2983712,,HUN,Hungary,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ISL,Iceland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,200859,,ISL,Iceland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,12269305,,AUS,Australia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,GBR,United Kingdom,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,28647255,,GBR,United Kingdom,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,GRC,Greece,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,5216873,,GRC,Greece,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,OECD,OECD,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,509718374,,OECD,OECD,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,USA,United States,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,129433852,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,NZL,New Zealand,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,2599981,,NZL,New Zealand,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,FRA,France,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,33507168,,FRA,France,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,1147823,,CRI,Costa Rica,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,CHL,Chile,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,2959517,,CHL,Chile,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,NLD,Netherlands,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,7735547,,NLD,Netherlands,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,20267982,,CAN,Canada,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ESP,Spain,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,22147109,,ESP,Spain,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,POL,Poland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,17239800,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,LUX,Luxembourg,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,337239,,LUX,Luxembourg,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,NOR,Norway,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,2303300,,NOR,Norway,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,JPN,Japan,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,57902835,,JPN,Japan,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,LTU,Lithuania,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,1682878,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,MEX,Mexico,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,21152773,,MEX,Mexico,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,CHE,Switzerland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,4075780,,CHE,Switzerland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,LVA,Latvia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,636664,,LVA,Latvia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,CZE,Czechia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,4496232,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,36724409,,ITA,Italy,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,SVN,Slovenia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,1068932,,SVN,Slovenia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,KOR,Korea,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,13631769,,KOR,Korea,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,DNK,Denmark,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,2163676,,DNK,Denmark,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,FIN,Finland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,2877480,,FIN,Finland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,4441027,,AUT,Austria,A,Normal value,0,Units,0,Zero
